Bricks,Edges,Ours,Baseline
639,416,3.367244890213013,815.3710021930084
639,173,1.4240140285491945,815.3717713313446
641,508,4.10407887840271,822.5372980675031
641,376,3.0489204959869385,822.5381396850873
641,508,4.104425777435303,822.5376449665357
643,376,3.0473521785736084,829.7423893224919
646,453,3.6650089492797853,840.6286609211074
647,486,3.928773868560791,844.2769178706997
648,406,3.2899247150421145,847.9367252447444
653,416,3.370003631591797,866.3829939399138
655,347,2.8189289340972903,873.8339861543234
656,414,3.3535110588073733,877.5729928435862
657,452,3.6579995784759523,881.324183382009
662,340,2.7620072078704836,900.2323013898717
665,446,3.612543981552124,911.7038352758013
669,328,2.6691831817626954,927.1419903261849
670,278,2.2679996719360354,931.0262547313498
670,375,3.0441653728485107,931.0264204322623
671,481,3.892269800186157,934.9224253262204
673,466,3.772412136077881,942.7457761617114
673,331,2.69395947265625,942.7473234982898
679,181,1.4908926944732666,966.4660404885507
682,549,4.437680284500122,978.4721756365429
683,311,2.53300675201416,982.4938054775702
684,374,3.0364626808166504,986.526179267696
689,221,1.8147474460601807,1006.8527056133768
689,438,3.5500009574890137,1006.8519591248056
691,469,3.799155857086182,1015.0575468757586
693,437,3.541722246170044,1023.3034014490748
698,313,2.55042653465271,1044.1104691531673
698,395,3.2090546226501466,1044.1130972411647
699,197,1.6269090423583985,1048.3085765313226
699,567,4.585998998641968,1048.3076664876062
699,462,3.7440005741119387,1048.3056680630762
710,166,1.376992156982422,1095.1529084037993
710,332,2.7061201152801515,1095.154036362097
711,175,1.4510067939758302,1099.479119199863
714,175,1.4505304336547853,1112.5170478484363
717,455,3.6899794483184816,1125.6538855230074
719,187,1.5455336055755615,1134.4668539520005
720,551,4.4589717464447025,1138.8915827108412
721,552,4.4681759986877445,1143.327149642266
725,560,4.530772905349732,1161.1741638382896
725,201,1.6590075092315675,1161.1743984421714
726,234,1.923433563232422,1165.66473192201
728,673,5.435840543746949,1174.6784034753475
729,430,3.491265478134155,1179.2012101137382
729,504,4.085991079330444,1179.2039357149345
731,260,2.1320081520080567,1188.2822763980496
733,510,4.133804397583008,1197.4092249743785
733,560,4.531539182662964,1197.4069597594585
734,425,3.4533819198608398,1201.9882200884715
734,185,1.5314042377471924,1201.9862424063579
736,409,3.324280426025391,1211.179697914496
739,607,4.912999921798706,1225.0578304806152
740,492,3.9881020889282226,1229.69999773872
751,549,4.445831338882447,1281.569083158681
755,419,3.4085266609191893,1300.7753351249414
757,548,4.439088520050049,1310.4446300718425
759,488,3.960335926055908,1320.1627103768024
759,513,4.160396007537842,1320.1627704582843
763,188,1.5590329685211182,1339.7337622440443
764,247,2.03199308013916,1344.6567755866747
765,574,4.650006048202515,1349.5924519180608
768,248,2.0424890842437744,1364.4637073782187
772,362,2.953314395904541,1384.4535081857875
773,212,1.753823657989502,1389.480999205599
773,278,2.2856528987884523,1389.4848284463978
773,211,1.7470124130249023,1389.4821879606343
773,394,3.210469533920288,1389.4816450815297
774,597,4.835999942779541,1394.521876667003
774,473,3.841569980621338,1394.5194467048448
774,560,4.536613206863404,1394.5184899310868
776,528,4.28424432182312,1404.6347301615926
778,407,3.3174228248596194,1414.7955409413883
779,502,4.074351039886475,1419.8899492728322
782,386,3.146821439743042,1435.2536612637277
783,398,3.240987524032593,1440.3965486435172
784,457,3.7165995655059816,1445.556722530933
786,513,4.16379323387146,1455.9046099237505
786,301,2.4697003440856933,1455.9065170339647
790,491,3.9875078468322753,1476.7443306120508
792,577,4.677000108718872,1487.2373285406402
792,453,3.686013864517212,1487.2383422964385
793,289,2.374000036239624,1492.501999222493
795,253,2.0858300437927246,1503.0650669230847
796,370,3.0235085105895996,1508.3663364564275
799,451,3.6707305507659913,1524.3363652796572
801,365,2.982509298324585,1535.043497061006
801,485,3.9415384578704833,1535.042526220552
801,538,4.365596393585205,1535.0425841562667
803,465,3.7823078346252443,1545.7988798747228
803,204,1.694483072280884,1545.7990551123785
804,622,5.040107656478882,1551.1965886529085
807,296,2.432378261566162,1567.4571978115944
808,364,2.975070297241211,1572.9002466909183
809,223,1.8485251274108887,1578.3582004022926
813,403,3.288034461975098,1600.3053659993525
813,541,4.393085649490357,1600.3064171868677
815,465,3.7835118484497072,1611.3518361301376
816,545,4.422978506088257,1616.89313233511
816,575,4.664999341964722,1616.8951531709865
817,574,4.657136432647706,1622.4493579262726
820,625,5.066001892089844,1639.1859750353096
824,203,1.6945642700195314,1661.676934051497
827,155,1.305007209777832,1678.6656396198255
827,641,5.193197467803955,1678.6658298778516
828,380,3.1060433769226075,1684.3561538788626
830,558,4.535943759918213,1695.778168061261
830,792,6.402354751586914,1695.7725790529298
830,358,2.9319593086242675,1695.7741836099672
832,399,3.2583440227508547,1707.2383053414314
834,531,4.313729856491089,1718.7531470466504
834,716,5.795150354385376,1718.7545675445447
835,794,6.421195747375489,1724.533015317318
835,794,6.4205193538665775,1724.532338923809
836,638,5.17153945350647,1730.3202269595224
837,244,2.0201030750274658,1736.1221360150257
838,241,1.9959357051849365,1741.935803515837
839,634,5.140002939224243,1747.7622069931117
839,651,5.278112943649292,1747.7643169975368
840,440,3.5886004161834717,1753.6016540189494
842,163,1.3729997673034668,1765.3173401027846
845,706,5.717507837295532,1782.9849262273865
845,584,4.741324254989624,1782.9847426450806
851,235,1.950241689682007,1818.6599285191883
852,357,2.925248914718628,1824.648874708366
854,210,1.7496396827697753,1836.6671598325643
854,411,3.3589159374237063,1836.6684360872182
855,725,5.870378303527832,1842.6958776297563
857,439,3.5820883865356445,1854.7896695025315
859,471,3.838988178253174,1866.9355615543693
860,669,5.4252145309448245,1873.0294051610376
860,661,5.3600267295837405,1873.0282173596765
860,676,5.48108578491211,1873.029276415005
862,416,3.401257684707642,1885.2509844414494
863,163,1.3760081329345704,1891.379677502412
863,256,2.119868419647217,1891.3795377891247
864,719,5.8242603797912595,1897.5226712170625
864,283,2.336708368301392,1897.5231192055726
866,637,5.1677689990997315,1909.8461067869891
866,632,5.129572158813477,1909.8479099467029
866,353,2.9125121822357176,1909.8628499701251
868,449,3.6864383144378663,1922.2440407953088
869,759,6.146203014373779,1928.4307191307248
871,511,4.162651479721069,1940.8836166923109
873,752,6.0903160247802735,1953.387305065251
876,751,6.082016571044922,1972.2399511621295
877,271,2.2419407539367677,1978.5500804795688
879,747,6.049535680770874,1991.2089915725635
880,603,4.902040599822998,1997.5626311706405
880,710,5.755488567352295,1997.5600791381698
880,712,5.769737382888794,1997.5583279537063
882,707,5.731151681900024,2010.2970239010062
882,683,5.5395476951599125,2010.2974199142661
882,374,3.0680204792022705,2010.2978926983085
884,817,6.610894666671753,2023.0861436875339
885,824,6.668198816299439,2029.501701447975
886,373,3.059658082962036,2035.9284735413326
887,822,6.651562477111817,2042.368761781668
888,828,6.69993059539795,2048.8225965665733
889,688,5.583403400421143,2055.2926306569334
890,317,2.6139993534088135,2061.7708943096013
891,473,3.861527761459351,2068.2632086246495
891,621,5.044153993606567,2068.2618348567967
892,546,4.44399949836731,2074.7675962661947
893,223,1.86031254196167,2081.2869669997435
895,506,4.126232765197754,2094.366475096338
898,757,6.135007625579834,2114.0824896967947
900,575,4.679515457153321,2127.292533344289
902,408,3.343295873641968,2140.5547935416575
903,782,6.334856468200684,2147.2054774219355
904,852,6.896589771270752,2153.8716052868476
905,431,3.5279102783203125,2160.5486033880607
906,738,5.983017400741577,2167.238682890563
907,819,6.6316604156494146,2173.943604822468
907,792,6.416423355102539,2173.944367761921
907,840,6.800082893371582,2173.94402730019
909,228,1.902519344329834,2187.3909881869263
909,835,6.759007863998413,2187.391476706595
909,831,6.728273151397706,2187.392741993994
910,352,2.8974049243927,2194.138142774813
911,222,1.8557624588012696,2200.894122832057
911,823,6.665076860427857,2200.8954372336834
911,429,3.511519271850586,2200.893879645106
911,380,3.12095645904541,2200.895316832301
911,815,6.603528280258179,2200.8978886535137
912,227,1.8945162448883057,2207.663864394055
914,624,5.072007553100586,2221.247473952697
919,609,4.953099271774292,2255.438574395644
919,825,6.681011295318604,2255.4384864191884
922,417,3.4182422504425047,2276.11513761419
923,400,3.3009995937347414,2283.0526744949925
923,446,3.653155963897705,2283.0368308651555
924,655,5.3230013751983645,2289.9669617238033
924,331,2.7300066928863527,2289.9659670414912
925,381,3.132010601043701,2296.913774011662
925,370,3.0440108394622802,2296.9137742500807
931,719,5.837509777069092,2338.8746166194896
932,345,2.8451216316223147,2345.9149823615894
937,388,3.1905578651428224,2381.32458907407
939,510,4.168518142700195,2395.585422657535
941,412,3.3819801769256594,2409.896529535007
941,757,6.141014581680298,2409.895563939762
942,314,2.597211753845215,2417.073152020223
945,307,2.544043451309204,2438.69057029859
945,819,6.637258722305298,2438.687785569586
946,818,6.630471319198609,2445.921370494724
947,744,6.0375374336242675,2453.1665834231667
948,643,5.2306143703460695,2460.4275933070585
949,433,3.5510001316070556,2467.701709793568
952,554,4.517777997970581,2489.604582916555
953,416,3.4146024494171145,2496.934445605717
954,869,7.04538641166687,2504.284123771594
955,411,3.3795608406066897,2511.639060000304
959,340,2.8076400470733645,2541.2010948866464
960,852,6.906149164199829,2548.6298781525084
961,361,2.9759952907562255,2556.067935754241
962,472,3.865115619659424,2563.5232164979916
964,893,7.232830947875977,2578.4731459157547
966,830,6.730007781982422,2593.4804718964906
969,683,5.576290620803833,2616.11705971842
970,916,7.419089725494385,2623.6620285422314
970,916,7.420636823654175,2623.663575640391
970,880,7.1303189182281494,2623.661257734965
972,913,7.398723224639893,2638.8401731198664
972,449,3.682606689453125,2638.8360565846797
973,875,7.0905070304870605,2646.444321461092
974,774,6.283594457626343,2654.067861534396
981,569,4.648582651138306,2707.8254579457257
983,815,6.613200206756592,2723.307416338675
987,511,4.183269680023193,2754.450705832425
987,320,2.6572185134887696,2754.4526546658903
989,850,6.89499192237854,2770.1064921359703
990,822,6.671010280609131,2777.95594646115
994,410,3.379120140075684,2809.5007624383334
997,703,5.720083641052247,2833.3036889361238
998,727,5.91454245185852,2841.2701842331753
1000,615,5.017969532012939,2857.240826674866
1004,877,7.115424362182617,2889.3576043604835
1005,807,6.552375942230225,2897.4194730251556
1007,515,4.220945234298706,2913.597260707042
1008,874,7.088728801727295,2921.701368592117
1009,864,7.011539518356323,2929.8269957127095
1012,869,7.050981380462646,2954.281954298368
1013,905,7.342554082870484,2962.4664267323815
1016,842,6.834325967788696,2987.0922411632046
1016,618,5.042880767822266,2987.092795963238
1020,858,6.964686311721802,3020.138888167767
1020,855,6.939510431289673,3020.137712287335
1021,879,7.13469021987915,3028.4385099059364
1023,912,7.396520372390747,3045.0755114375634
1024,905,7.34053563117981,3053.4171031853984
1026,872,7.076481986999512,3070.144241451324
1026,657,5.358215528488159,3070.1459749928126
1028,893,7.2485141220092775,3086.934260490393
1029,914,7.415325843811035,3095.348142435305
1030,965,7.827717990875244,3103.782337927524
1031,978,7.926847814559936,3112.2220156716194
1033,959,7.775972911834717,3129.1565161372023
1036,957,7.7605436859130865,3154.6680204806776
1036,971,7.870811098098755,3154.6662878928632
1040,724,5.897247020721435,3188.890740728887
1044,650,5.305594873428345,3223.350849218639
1046,868,7.049732202529907,3240.6702492965983
1047,871,7.07314497756958,3249.351679026002
1047,943,7.6495064201354985,3249.352040468568
1054,227,1.9212887439727784,3310.5448708481726
1058,907,7.365248638153076,3345.8464492465214
1063,925,7.510170364379883,3390.3084278152423
1064,905,7.350732078552246,3399.2465192635723
1065,940,7.6296615791320805,3408.198111176251
1081,990,8.031974716186523,3553.51034412813
1081,720,5.874478826522827,3553.512848238466
1083,973,7.895818313598633,3571.9488385915784
1094,529,4.348324663162232,3674.4657713981787
1100,879,7.149278099060059,3731.1707575609344
1104,998,8.099758895874023,3769.2825943859875
1106,996,8.084824626922607,3788.4338096047177
1107,949,7.710953227996827,3798.0344203462287
1117,1022,8.299019218444824,3894.884268565956
1119,1008,8.18871055984497,3914.4435487806245
1121,920,7.480357990264893,3934.059806264829
1141,834,6.797858306884765,4133.757377009931
1146,1040,8.445495433807373,4184.6766856853765
1154,1053,8.553763841629028,4266.988063107144
1161,736,6.018143165588379,4339.85475282193
1165,651,5.33650832939148,4381.847749327865
1168,309,2.6214362354278564,4413.535460647117
1181,1067,8.67368482208252,4552.446010769078
1181,1050,8.532261514663697,4552.44058746166
1181,881,7.1866072635650635,4552.446933210561
1181,1050,8.53590931892395,4552.44423526592
1189,972,7.912318206787109,4639.315518413148
1190,880,7.178285160064697,4650.250653047161
1191,1033,8.40029388809204,4661.198379534388
1191,278,2.358436130523682,4661.196521776819
1192,867,7.07013143157959,4672.162496040708
1194,608,4.997550882339477,4694.14420151937
1199,1112,9.033113094329835,4749.394078267377
1203,1056,8.587408588409424,4793.8930611605965
1206,1080,8.798738136291504,4827.460160266715
1207,1086,8.82938698577881,4838.658839887967
1208,701,5.764880855560303,4849.907103483062
1211,1095,8.89987398147583,4883.688950433687
1219,1095,8.90401125907898,4974.562643276784
1223,721,5.909824245452881,5020.399806511265
1230,1084,8.817482301712037,5101.274028274607
1231,855,6.984765615463257,5112.894135398995
1234,945,7.707007465362549,5147.860921069054
1238,961,7.834517992019653,5194.718404681245
1259,840,6.870219917297363,5445.226898515039
1263,704,5.78658869934082,5493.809017391852
1274,1146,9.323667066574098,5628.833010982928
1274,1156,9.420695398330688,5628.850039314684
1281,1172,9.55412943458557,5715.8793538748205
1287,1065,8.677991886138916,5791.135617672321
1288,1221,9.927743309020997,5803.745044836243
1288,1215,9.87955948829651,5803.744861015519
1298,1167,9.499233280181885,5930.796844210583
1310,924,7.557766716003418,6085.600143245471
1315,305,2.6041554832458496,6150.857339173096
1317,297,2.5395735034942626,6177.0856913895395
1320,1193,9.711248010635376,6216.567409105777
1330,255,2.209034481048584,6349.333111043879
1362,469,3.9294559020996096,6786.396238529331
1362,935,7.6586501407623295,6786.397432767993
1367,318,2.721403211593628,6856.38243413644
1379,267,2.317055784225464,7026.241812161516
1383,942,7.718393074035645,7083.456689249602
1417,1252,10.209746566772461,7581.91016526941
1418,301,2.5993468837738036,7596.898797253826
1439,1264,10.309969436645508,7916.132226482659
1442,484,4.06783797454834,7962.425216436776
1490,913,7.513843158721924,8726.979385314775
1491,936,7.70043953704834,8743.391187550864
1498,1339,10.92824732017517,8858.815044120734
1499,1239,10.12710910987854,8875.381984414793
1519,320,2.779465970993042,9210.942482569342
1522,1200,9.819802141189575,9261.968276224985
1525,1312,10.719065853118897,9313.178355415344
1532,374,3.2145613594055176,9433.367307350474
1536,1235,10.105522756576539,9502.495373556503
1551,645,5.387346181869507,9764.614474118962
1557,358,3.092825569152832,9870.749689462267
1586,358,3.1006507053375243,10394.192506523414
1613,231,2.0959071617126463,10897.278855824705
1623,327,2.865863386154175,11087.499119679791
1661,326,2.868532855987549,11829.775184833035
1682,1419,11.62134027671814,12253.33418177409
1721,1043,8.62870492362976,13065.554810500169
1727,205,1.9233876609802247,13193.494164113223
1737,360,3.1652041721343993,13408.515087429876
1739,371,3.2532003574371338,13451.78734651249
1754,432,3.7533287105560302,13779.205471959274
1755,455,3.928552522659302,13801.203960417664
1779,416,3.625524452209473,14336.185884440325
1806,1673,13.696471628189087,14953.770786343206
1808,292,2.644248996734619,15000.180103230467
1815,1687,13.818601079940796,15163.370884499891
1822,1693,13.880464405059815,15327.697913470152
1827,1686,13.806637132644653,15445.744536355434
1833,1574,12.9201569480896,15588.201112513025
1865,1175,9.736334466934204,16362.197259290886
1873,381,3.376031063079834,16559.466291537243
1886,1761,14.428669631958009,16883.304232699025
1890,1766,14.472763278961182,16983.759190496974
2074,455,4.047977104187012,22029.49311542446
3019,2658,22.13824397468567,63031.07234775389
3568,2925,24.63979735374451,100629.86135322275
3905,3357,28.33373361206055,129561.45485489424
4061,3755,31.662642993927,144580.3262430563
