Bricks,Ours,Liu_et_al
941,1.9320000000000002,6160.299434623478
941,1.9320000000000002,6160.299434623478
942,1.9340000000000002,6176.654464558027
945,1.9400000000000002,6225.875909328373
945,1.9400000000000002,6225.875909328373
946,1.9420000000000002,6242.335221936135
947,1.9440000000000002,6258.820639715494
948,1.9460000000000002,6275.332176453181
949,1.9480000000000002,6291.869845928654
952,1.9540000000000002,6341.6397884675025
953,1.9560000000000002,6358.282126543627
954,1.9580000000000002,6374.950666146124
955,1.9600000000000002,6391.64542101105
959,1.9680000000000002,6458.686867564669
960,1.97,6475.512904531228
961,1.972,6492.365239025891
962,1.974,6509.243884734597
964,1.978,6543.080164502325
966,1.982,6577.02185317982
969,1.988,6628.132266816185
970,1.99,6645.221894079528
970,1.99,6645.221894079528
970,1.99,6645.221894079528
972,1.994,6679.480464427399
972,1.994,6679.480464427399
973,1.996,6696.649434735487
974,1.998,6713.844879937052
981,2.012,6834.955434409141
983,2.016,6869.797497720605
987,2.024,6939.8010587831795
987,2.024,6939.8010587831795
989,2.028,6974.962772770414
990,2.03,6992.5836603757525
994,2.038,7063.3343960892535
997,2.044,7116.678369412585
998,2.046,7134.51327444289
1000,2.05,7170.263535976479
1004,2.058,7242.086240548236
1005,2.06,7260.109116012489
1007,2.064,7296.235599830874
1008,2.066,7314.339234931042
1009,2.068,7332.46981664482
1012,2.074,7387.0233749991585
1013,2.076,7405.261876665689
1016,2.082,7460.139514931199
1016,2.082,7460.139514931199
1020,2.09,7533.68850722016
1020,2.09,7533.68850722016
1021,2.092,7552.143488215004
1023,2.096,7589.134822678632
1024,2.098,7607.671202683368
1026,2.102,7644.825454529961
1026,2.102,7644.825454529961
1028,2.106,7682.088450472316
1029,2.1079999999999997,7700.760760572569
1030,2.11,7719.460296395685
1031,2.1119999999999997,7738.187071161245
1033,2.1159999999999997,7775.722390365962
1036,2.122,7832.229991362645
1036,2.122,7832.229991362645
1040,2.13,7907.955974525107
1044,2.138,7984.119890154504
1046,2.142,8022.366335509333
1047,2.1439999999999997,8041.530726012556
1047,2.1439999999999997,8041.530726012556
1054,2.158,8176.451148657807
1058,2.166,8254.154439999176
1063,2.1759999999999997,8351.904798464026
1064,2.178,8371.537833025195
1065,2.1799999999999997,8391.198552238893
1081,2.2119999999999997,8709.545762254718
1081,2.2119999999999997,8709.545762254718
1083,2.2159999999999997,8749.840364868465
1094,2.238,8973.460480256319
1100,2.25,9096.865670896826
1104,2.258,9179.698604999161
1106,2.262,9221.28422095324
1107,2.264,9242.119360831819
1117,2.284,9452.025965719416
1119,2.288,9494.347265757577
1121,2.292,9536.782129163508
1141,2.332,9967.399011006411
1146,2.342,10076.841076045435
1154,2.3579999999999997,10253.443051241042
1161,2.372,10409.483199422617
1165,2.38,10499.28493128744
1168,2.3859999999999997,10566.940353345988
1181,2.412,10863.134718947402
1181,2.412,10863.134718947402
1181,2.412,10863.134718947402
1181,2.412,10863.134718947402
1189,2.428,11047.856421178043
1190,2.4299999999999997,11071.07819716525
1191,2.432,11094.329250447197
1191,2.432,11094.329250447197
1192,2.4339999999999997,11117.609593317527
1194,2.4379999999999997,11164.258196972085
1199,2.448,11281.393133468442
1203,2.456,11375.629988554345
1206,2.4619999999999997,11446.616672483095
1207,2.464,11470.33783092361
1208,2.4659999999999997,11494.088474953616
1211,2.472,11565.517442623604
1219,2.488,11757.295095740394
1223,2.496,11853.894694806235
1230,2.51,12024.08715098325
1231,2.512,12048.519322501967
1234,2.518,12121.994548436158
1238,2.526,12220.378960504744
1259,2.568,12744.753708382843
1263,2.576,12846.136907395705
1274,2.598,13127.43132841888
1274,2.598,13127.43132841888
1281,2.6119999999999997,13308.34430065836
1287,2.6239999999999997,13464.597058145635
1288,2.626,13490.745678740994
1288,2.626,13490.745678740994
1298,2.646,13753.909050290638
1310,2.67,14073.74221901059
1315,2.6799999999999997,14208.310365806203
1317,2.6839999999999997,14262.352974346872
1320,2.69,14343.647911491076
1330,2.71,14616.637039943782
1362,2.774,15511.058399006628
1362,2.774,15511.058399006628
1367,2.784,15653.699323639097
1379,2.808,15999.240859764337
1383,2.816,16115.428898551818
1417,2.884,17123.489329381424
1418,2.8859999999999997,17153.6950593385
1439,2.928,17795.415024691552
1442,2.9339999999999997,17888.245861936084
1490,3.03,19413.189739681256
1491,3.032,19445.75776705044
1498,3.046,19674.65213649809
1499,3.048,19707.482632072784
1519,3.088,20371.007245097102
1522,3.094,20471.674937143358
1525,3.1,20572.640609367536
1532,3.114,20809.387637445434
1536,3.122,20945.402199060583
1551,3.1519999999999997,21460.202115148033
1557,3.1639999999999997,21668.225675773203
1586,3.222,22690.709421621512
1613,3.276,23668.222522763725
1623,3.296,24036.55885368331
1661,3.372,25467.507052486184
1682,3.4139999999999997,26279.68431999917
1721,3.492,27828.80785173271
1727,3.504,28071.872163304717
1737,3.524,28479.80184049832
1739,3.528,28561.811883727914
1754,3.558,29181.405025261312
1755,3.56,29222.995192849343
1779,3.608,30231.848129512473
1806,3.662,31391.458954795224
1808,3.666,31478.399519400016
1815,3.6799999999999997,31783.82869334965
1822,3.694,32091.029445475855
1827,3.7039999999999997,32311.54508415031
1833,3.7159999999999997,32577.361000102035
1865,3.78,34017.188717800615
1873,3.796,34382.99690818074
1886,3.822,34982.45076737298
1890,3.83,35168.15017626251
2074,4.1979999999999995,44358.4462803706
3019,6.088,113369.21991032702
3568,7.186,172132.99001837036
3905,7.86,215694.19648643606
4061,8.172,237882.1696860688
